Order ID,Product Name,Category,Price (INR),Quantity Sold,Total Sales (INR),Order Date,Payment Method,Customer Rating
ORD00171,Shampoo,Beauty,24619.84,2,49239.68,12/6/2024,Debit Card,4.1
ORD00172,Dress,Clothing,12083.96,3,36251.88,11/23/2024,Wallet,3
ORD00173,Self-Help Book,Books,12214.72,5,61073.6,1/14/2025,UPI,2.1
ORD00174,Fiction Novel,Books,19386.27,1,19386.27,7/16/2024,COD,4.1
ORD00175,Educational Book,Books,34879.4,3,104638.2,4/12/2024,UPI,2.5
ORD00176,Laptop,Electronics,32016.11,5,160080.55,9/27/2024,Debit Card,4.3
ORD00177,T-Shirt,Clothing,32264.17,1,32264.17,7/22/2024,Net Banking,4.1
ORD00178,Shampoo,Beauty,30171.74,4,120686.96,7/29/2024,Net Banking,3.8
ORD00179,Dress,Clothing,22712.18,5,113560.9,1/24/2025,COD,3.9
ORD00180,Comic Book,Books,27204.69,1,27204.69,2/9/2025,Debit Card,2.8
ORD00181,Educational Book,Books,17353.47,1,17353.47,12/4/2024,Credit Card,2.6
ORD00182,Sofa Cover,Home & Kitchen,44882.2,1,44882.2,5/11/2024,COD,1.3
ORD00183,Sofa Cover,Home & Kitchen,47002.72,3,141008.16,3/5/2024,Debit Card,4.1
ORD00184,Lipstick,Beauty,33659.67,4,134638.68,7/5/2024,Wallet,3.3
ORD00185,Sofa Cover,Home & Kitchen,13011.44,2,26022.88,6/25/2024,Wallet,4.9
ORD00186,Smartphone,Electronics,21990.25,3,65970.75,1/12/2025,Wallet,4.2
ORD00187,Perfume,Beauty,1927.38,3,5782.14,8/31/2024,Debit Card,2.9
ORD00188,Laptop,Electronics,21741.53,3,65224.59,12/2/2024,COD,3.5
ORD00189,Sneakers,Clothing,23638.72,1,23638.72,9/24/2024,Credit Card,1.5
ORD00190,Hair Dryer,Beauty,39372.11,1,39372.11,4/13/2024,Wallet,4.1
ORD00191,Fiction Novel,Books,49088.13,4,196352.52,3/6/2024,Wallet,2.3
ORD00192,Cookware Set,Home & Kitchen,4524.63,3,13573.89,12/19/2024,UPI,2.4
ORD00193,Sneakers,Clothing,1507.01,3,4521.03,8/2/2024,Net Banking,2.5
ORD00194,Tablet,Electronics,39699.85,3,119099.55,5/14/2024,Wallet,3.9
ORD00195,Face Cream,Beauty,37494.13,5,187470.65,10/1/2024,COD,1.8
ORD00196,Smartphone,Electronics,5850.81,5,29254.05,11/28/2024,COD,1.3
ORD00197,Self-Help Book,Books,16448.74,4,65794.96,9/4/2024,Net Banking,4.6
ORD00198,Smartwatch,Electronics,11103.44,1,11103.44,5/9/2024,Wallet,1.1
ORD00199,Self-Help Book,Books,34255.39,2,68510.78,2/18/2024,UPI,2.9
ORD00200,Smartwatch,Electronics,18304.18,2,36608.36,9/30/2024,Debit Card,1.6
ORD00201,Table Lamp,Home & Kitchen,12771.91,2,25543.82,7/11/2024,Wallet,3.2
ORD00202,Comic Book,Books,2275.09,2,4550.18,6/27/2024,Debit Card,1.5
ORD00203,Sneakers,Clothing,16468.59,4,65874.36,10/24/2024,Net Banking,4.5
ORD00204,Cookware Set,Home & Kitchen,4934.99,3,14804.97,10/16/2024,Credit Card,4.6
ORD00205,Table Lamp,Home & Kitchen,5258.29,5,26291.45,8/23/2024,Wallet,2.5
ORD00206,Hair Dryer,Beauty,32580,5,162900,3/27/2024,COD,2.7
ORD00207,Sofa Cover,Home & Kitchen,40298.9,1,40298.9,6/17/2024,Debit Card,1.2
ORD00208,Tablet,Electronics,11236.19,3,33708.57,11/2/2024,COD,2.6
ORD00209,Self-Help Book,Books,32537.46,5,162687.3,10/28/2024,UPI,3.4
ORD00210,Jeans,Clothing,6953.88,1,6953.88,5/14/2024,UPI,2.9
ORD00211,Bedsheet,Home & Kitchen,32824.05,3,98472.15,9/2/2024,Credit Card,3.6
ORD00212,Sneakers,Clothing,34459.99,3,103379.97,10/5/2024,Debit Card,1.4
ORD00213,Educational Book,Books,13608.58,3,40825.74,4/5/2024,UPI,4.6
ORD00214,Mixer Grinder,Home & Kitchen,32630.83,2,65261.66,12/22/2024,UPI,4.7
ORD00215,Laptop,Electronics,24818.77,4,99275.08,11/14/2024,Debit Card,2.3
ORD00216,Cookbook,Books,36645.35,3,109936.05,12/26/2024,Debit Card,2.5
ORD00217,Jeans,Clothing,25668.96,3,77006.88,6/8/2024,Debit Card,4.8
ORD00218,Dress,Clothing,44241.68,4,176966.72,9/18/2024,COD,1.4
ORD00219,Headphones,Electronics,39749.19,1,39749.19,7/19/2024,COD,3.5
ORD00220,Tablet,Electronics,37578.46,2,75156.92,6/8/2024,Net Banking,4.4
ORD00221,Smartphone,Electronics,37203.65,4,148814.6,5/14/2024,Wallet,3.5
ORD00222,Self-Help Book,Books,22851.63,1,22851.63,5/14/2024,Wallet,1
ORD00223,Hair Dryer,Beauty,27627.84,4,110511.36,3/30/2024,UPI,1.8
ORD00224,Self-Help Book,Books,31333.95,3,94001.85,8/21/2024,Debit Card,1.7
ORD00225,Bedsheet,Home & Kitchen,30911.44,5,154557.2,4/6/2024,Debit Card,3
ORD00226,Laptop,Electronics,11518.23,1,11518.23,1/30/2025,Debit Card,4.4
ORD00227,Jeans,Clothing,43304.55,5,216522.75,12/28/2024,UPI,2.6
ORD00228,Self-Help Book,Books,3710.07,3,11130.21,2/20/2024,Credit Card,4.2
ORD00229,Perfume,Beauty,34621.21,2,69242.42,1/6/2025,Wallet,1.8
ORD00230,Headphones,Electronics,41742.29,5,208711.45,7/15/2024,COD,2.6
ORD00231,Bedsheet,Home & Kitchen,46858.63,1,46858.63,11/2/2024,Debit Card,3.5
ORD00232,Smartwatch,Electronics,5413.09,1,5413.09,5/20/2024,UPI,3.4
ORD00233,Laptop,Electronics,5880.45,1,5880.45,9/9/2024,Net Banking,2
ORD00234,Comic Book,Books,35665.26,3,106995.78,3/30/2024,Wallet,1.2
ORD00235,Headphones,Electronics,42981.89,5,214909.45,1/2/2025,Credit Card,1.8
ORD00236,Comic Book,Books,25629.88,3,76889.64,9/3/2024,Debit Card,2.9
ORD00237,Perfume,Beauty,22475.94,4,89903.76,2/13/2024,Debit Card,3.5
ORD00238,Sofa Cover,Home & Kitchen,33250.7,5,166253.5,10/19/2024,Wallet,4.3
ORD00239,Cookbook,Books,45045.03,5,225225.15,1/2/2025,Net Banking,3.8
ORD00240,Bedsheet,Home & Kitchen,3955.86,5,19779.3,6/18/2024,Net Banking,4.7
ORD00241,Perfume,Beauty,28169.11,5,140845.55,5/4/2024,UPI,2.7
ORD00242,Face Cream,Beauty,42785.51,4,171142.04,11/13/2024,COD,1.7
ORD00243,Smartphone,Electronics,25614.35,2,51228.7,8/12/2024,Wallet,3.5
ORD00244,Mixer Grinder,Home & Kitchen,7771.58,5,38857.9,8/17/2024,Debit Card,3.6
ORD00245,Cookbook,Books,31059.47,3,93178.41,5/15/2024,Wallet,4.8
ORD00246,Educational Book,Books,14506.11,5,72530.55,6/16/2024,Debit Card,3.5
ORD00247,Smartwatch,Electronics,16272.38,3,48817.14,6/15/2024,Debit Card,1.4
ORD00248,T-Shirt,Clothing,29222.92,3,87668.76,10/16/2024,Debit Card,2.7
ORD00249,Educational Book,Books,1483.5,5,7417.5,11/4/2024,Debit Card,4.3
ORD00250,Self-Help Book,Books,35629.55,2,71259.1,2/1/2025,Wallet,2
ORD00251,Jacket,Clothing,1987.98,4,7951.92,2/23/2024,UPI,3.3
ORD00252,Educational Book,Books,37590.44,4,150361.76,3/28/2024,Wallet,1.8
ORD00253,Mixer Grinder,Home & Kitchen,31759.49,4,127037.96,12/11/2024,UPI,2
ORD00254,Shampoo,Beauty,18787.05,4,75148.2,1/27/2025,Credit Card,1.1
ORD00255,Educational Book,Books,17066.16,1,17066.16,9/15/2024,Wallet,2.8
ORD00256,Jacket,Clothing,15068.72,4,60274.88,3/23/2024,Debit Card,1.4
ORD00257,Smartphone,Electronics,44334.11,3,133002.33,2/24/2024,Wallet,2.6
ORD00258,Smartphone,Electronics,11183.75,1,11183.75,11/15/2024,Credit Card,4.9
ORD00259,Cookware Set,Home & Kitchen,2923.95,5,14619.75,8/16/2024,Net Banking,1.1
ORD00260,Shampoo,Beauty,7339.66,2,14679.32,11/29/2024,Net Banking,1.1
ORD00261,Table Lamp,Home & Kitchen,41405.37,2,82810.74,10/6/2024,Wallet,4.6
ORD00262,Mixer Grinder,Home & Kitchen,36114.38,1,36114.38,9/1/2024,Net Banking,4.6
ORD00263,Smartphone,Electronics,19915.59,5,99577.95,9/6/2024,COD,1.2
ORD00264,Smartphone,Electronics,18366.97,4,73467.88,5/22/2024,COD,1.2
ORD00265,Smartphone,Electronics,8563.14,2,17126.28,3/3/2024,COD,3.1
ORD00266,Hair Dryer,Beauty,40461.79,1,40461.79,5/19/2024,Credit Card,4.9
ORD00267,Jacket,Clothing,6943.4,5,34717,7/16/2024,Debit Card,1.5
ORD00268,Shampoo,Beauty,14517.08,1,14517.08,5/19/2024,UPI,3
ORD00269,Tablet,Electronics,4248.25,5,21241.25,7/19/2024,Wallet,4.1
ORD00270,Mixer Grinder,Home & Kitchen,43118.73,5,215593.65,12/12/2024,Debit Card,3.1
ORD00271,Dress,Clothing,10086.76,2,20173.52,3/26/2024,Wallet,1.9
ORD00272,Face Cream,Beauty,35373.5,4,141494,8/9/2024,Credit Card,2.9
ORD00273,Table Lamp,Home & Kitchen,43002.68,3,129008.04,4/5/2024,UPI,4.2
ORD00274,Laptop,Electronics,46388.81,1,46388.81,2/21/2024,COD,4.4
ORD00275,Cookbook,Books,47384.51,3,142153.53,5/29/2024,Net Banking,1.5
ORD00276,Jacket,Clothing,15826.47,2,31652.94,7/13/2024,Net Banking,4.4
ORD00277,Shampoo,Beauty,33927.57,5,169637.85,2/2/2025,Wallet,2.6
ORD00278,Tablet,Electronics,27400.84,1,27400.84,2/7/2025,Net Banking,3.6
ORD00279,Tablet,Electronics,37684.28,4,150737.12,4/2/2024,COD,3.2
ORD00280,Sneakers,Clothing,22968.18,4,91872.72,1/23/2025,Net Banking,4.1
ORD00281,Sofa Cover,Home & Kitchen,43444.93,1,43444.93,1/10/2025,Wallet,4
ORD00282,Headphones,Electronics,36083.22,3,108249.66,7/25/2024,Credit Card,2.9
ORD00283,Cookware Set,Home & Kitchen,43043.82,5,215219.1,11/9/2024,Wallet,4.1
ORD00284,Smartwatch,Electronics,1517.63,4,6070.52,11/10/2024,COD,2
ORD00285,Fiction Novel,Books,1626.1,5,8130.5,11/15/2024,Credit Card,2.8
ORD00286,T-Shirt,Clothing,40384.62,1,40384.62,4/27/2024,UPI,4.2
ORD00287,T-Shirt,Clothing,37295.08,1,37295.08,2/6/2025,UPI,4
ORD00288,Sneakers,Clothing,13915.5,3,41746.5,7/2/2024,Net Banking,3.9
ORD00289,Smartphone,Electronics,23625.05,2,47250.1,7/7/2024,Debit Card,2
ORD00290,Mixer Grinder,Home & Kitchen,464.18,3,1392.54,8/2/2024,Debit Card,4.1
ORD00291,T-Shirt,Clothing,26667.15,2,53334.3,11/5/2024,Credit Card,1.9
ORD00292,Fiction Novel,Books,29093.02,2,58186.04,11/1/2024,Debit Card,3.7
ORD00293,Jacket,Clothing,44770.65,3,134311.95,12/12/2024,Wallet,3.5
ORD00294,Bedsheet,Home & Kitchen,32749.9,1,32749.9,8/2/2024,Net Banking,3.8
ORD00295,Educational Book,Books,4990.66,3,14971.98,5/30/2024,Wallet,4.6
ORD00296,T-Shirt,Clothing,11044.89,3,33134.67,11/25/2024,Wallet,1.5
ORD00297,Fiction Novel,Books,46032.16,5,230160.8,12/8/2024,Debit Card,4.4
ORD00298,Educational Book,Books,43965.67,3,131897.01,8/25/2024,Debit Card,1.1
ORD00299,T-Shirt,Clothing,6037.98,2,12075.96,5/25/2024,COD,3.6
ORD00300,Comic Book,Books,22747.82,3,68243.46,9/20/2024,Debit Card,4.5
ORD00301,Headphones,Electronics,26615.92,2,53231.84,6/21/2024,COD,2.3
ORD00302,Face Cream,Beauty,48234.31,2,96468.62,7/8/2024,Debit Card,1.8
ORD00303,Table Lamp,Home & Kitchen,24172.56,1,24172.56,12/20/2024,UPI,3.1
ORD00304,Fiction Novel,Books,16385.37,3,49156.11,2/24/2024,Wallet,1.6
ORD00305,T-Shirt,Clothing,29527.22,3,88581.66,3/30/2024,COD,1.2
ORD00306,Table Lamp,Home & Kitchen,42516.65,3,127549.95,4/28/2024,Net Banking,1.8
